TimeStamp,RaTableRaw0,TotalOperatingTime,GasGaugeFirmwareVersion,LowVoltageResidencyCounters,BatteryAuth
2026-03-08 13:24:15,008d00a500be009800af008b00b000e101040117013001250167035408c50000,31727,109070028,000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000,-1
